300.0 136.0
1 0.0 0.0 0 3
2 0.0 1.0 0 3
3 0.0 2.0 0 3
4 0.0 3.0 0 3
5 0.0 4.0 0 3
6 0.0 5.0 0 3
7 0.0 6.0 0 3
8 0.0 7.0 0 3
9 0.0 8.0 0 3
10 0.0 9.0 0 3
11 0.0 10.0 0 3
12 0.0 11.0 0 3
13 0.0 12.0 0 3
14 0.0 13.0 0 3
15 0.0 14.0 0 3
16 0.0 15.0 0 3
17 0.0 16.0 0 3
18 0.0 17.0 0 3
19 0.0 18.0 0 3
20 0.0 19.0 0 3
21 0.0 20.0 0 3
22 0.0 21.0 0 3
23 0.0 22.0 0 3
24 0.0 23.0 0 3
25 0.0 24.0 0 3
26 0.0 25.0 0 3
27 0.0 26.0 0 3
28 0.0 27.0 0 3
29 0.0 28.0 0 3
30 0.0 29.0 0 3
31 0.0 30.0 0 2
32 0.0 31.0 0 2
33 0.0 32.0 0 2
34 0.0 33.0 0 2
35 0.0 34.0 0 2
36 0.0 35.0 0 2
37 0.0 36.0 0 2
38 0.0 37.0 0 2
39 0.0 38.0 0 2
40 0.0 39.0 0 2
41 0.0 40.0 0 2
42 0.0 41.0 0 2
43 0.0 42.0 0 2
44 0.0 43.0 0 2
45 0.0 44.0 0 2
46 0.0 45.0 0 2
47 0.0 46.0 0 2
48 0.0 47.0 0 2
49 0.0 48.0 0 2
50 0.0 49.0 0 2
51 0.0 50.0 0 2
52 0.0 51.0 0 2
53 0.0 52.0 0 2
54 0.0 53.0 0 2
55 0.0 54.0 0 2
56 0.0 55.0 0 2
57 0.0 56.0 0 2
58 0.0 57.0 0 2
59 0.0 58.0 0 2
60 0.0 59.0 0 2
61 0.0 60.0 0 2
62 0.0 61.0 0 2
63 0.0 62.0 0 2
64 0.0 63.0 0 2
65 0.0 64.0 0 3
66 0.0 65.0 0 3
67 0.0 66.0 0 3
68 0.0 67.0 0 3
69 0.0 68.0 0 3
70 0.0 69.0 0 3
71 0.0 70.0 0 3
72 0.0 71.0 0 3
73 0.0 72.0 0 3
74 0.0 73.0 0 3
75 0.0 74.0 0 3
76 0.0 75.0 0 3
77 0.0 76.0 0 3
78 0.0 77.0 0 3
79 0.0 78.0 0 3
80 0.0 79.0 0 3
81 0.0 80.0 0 3
82 0.0 81.0 0 3
83 0.0 82.0 0 3
84 0.0 83.0 0 3
85 0.0 84.0 0 3
86 0.0 85.0 0 3
87 0.0 86.0 0 3
88 0.0 87.0 0 3
89 0.0 88.0 0 2
90 0.0 89.0 0 2
91 0.0 90.0 0 2
92 0.0 91.0 0 2
93 0.0 92.0 0 2
94 0.0 93.0 0 2
95 0.0 94.0 0 2
96 0.0 95.0 0 2
97 0.0 96.0 0 2
98 0.0 97.0 0 2
99 0.0 98.0 0 2
100 0.0 99.0 0 2
101 0.0 100.0 0 2
102 0.0 101.0 0 2
103 0.0 102.0 0 2
104 0.0 103.0 0 2
105 0.0 104.0 0 2
106 0.0 105.0 0 2
107 0.0 106.0 0 2
108 0.0 107.0 0 2
109 0.0 108.0 0 2
110 0.0 109.0 0 2
111 0.0 110.0 0 2
112 0.0 111.0 0 2
113 0.0 112.0 0 2
114 0.0 113.0 0 2
115 0.0 114.0 0 2
116 0.0 115.0 0 2
117 0.0 116.0 0 2
118 0.0 117.0 0 2
119 0.0 118.0 0 2
120 0.0 119.0 0 2
121 0.0 120.0 0 2
122 0.0 121.0 0 2
123 0.0 122.0 0 2
124 0.0 123.0 0 2
125 0.0 124.0 0 3
126 0.0 125.0 0 3
127 0.0 126.0 0 3
128 0.0 127.0 0 3
129 0.0 128.0 0 3
130 0.0 129.0 0 3
131 0.0 130.0 0 3
132 0.0 131.0 0 3
133 0.0 132.0 0 3
134 0.0 133.0 0 3
135 0.0 134.0 0 3
136 0.0 135.0 0 3
137 1.0 0.0 0 3
138 1.0 1.0 0 3
139 1.0 2.0 0 3
140 1.0 3.0 0 3
141 1.0 4.0 0 3
142 1.0 5.0 0 3
143 1.0 6.0 0 3
144 1.0 7.0 0 3
145 1.0 8.0 0 3
146 1.0 9.0 0 3
147 1.0 10.0 0 3
148 1.0 11.0 0 3
149 1.0 12.0 0 3
150 1.0 13.0 0 3
151 1.0 14.0 0 3
152 1.0 15.0 0 3
153 1.0 16.0 0 3
154 1.0 17.0 0 3
155 1.0 18.0 0 3
156 1.0 19.0 0 3
157 1.0 20.0 0 3
158 1.0 21.0 0 3
159 1.0 22.0 0 3
160 1.0 23.0 0 3
161 1.0 24.0 0 3
162 1.0 25.0 0 3
163 1.0 26.0 0 3
164 1.0 27.0 0 3
165 1.0 28.0 0 3
